anon_customer,FirstPurchaseDate,Country,FirstPurchaseYear,FirstPurchaseMonth,FirstPurchaseYearMonth,Continent
Customer-2867,2011-07-07 12:39:00,United Kingdom,2011,7,2011-07,Europe
Customer-2868,2011-07-07 12:56:00,United Kingdom,2011,7,2011-07,Europe
Customer-2869,2011-07-07 13:33:00,United Kingdom,2011,7,2011-07,Europe
Customer-287,2010-12-06 10:19:00,United Kingdom,2010,12,2010-12,Europe
Customer-2870,2011-07-07 13:35:00,United Kingdom,2011,7,2011-07,Europe
Customer-2871,2011-07-07 14:08:00,United Kingdom,2011,7,2011-07,Europe
Customer-2872,2011-07-07 15:21:00,United Kingdom,2011,7,2011-07,Europe
Customer-2873,2011-07-07 16:51:00,United Kingdom,2011,7,2011-07,Europe
Customer-2874,2011-07-07 16:59:00,United Kingdom,2011,7,2011-07,Europe
Customer-2875,2011-07-07 17:19:00,United Kingdom,2011,7,2011-07,Europe
Customer-2876,2011-07-07 18:02:00,United Kingdom,2011,7,2011-07,Europe
Customer-2877,2011-07-08 08:43:00,Germany,2011,7,2011-07,Europe
Customer-2878,2011-07-08 09:38:00,United Kingdom,2011,7,2011-07,Europe
Customer-2879,2011-07-08 10:23:00,Switzerland,2011,7,2011-07,Europe
Customer-288,2010-12-06 10:20:00,United Kingdom,2010,12,2010-12,Europe
Customer-2880,2011-07-08 11:55:00,Germany,2011,7,2011-07,Europe
Customer-2881,2011-07-08 12:14:00,United Kingdom,2011,7,2011-07,Europe
Customer-2882,2011-07-08 12:18:00,United Kingdom,2011,7,2011-07,Europe
Customer-2883,2011-07-08 12:50:00,United Kingdom,2011,7,2011-07,Europe
Customer-2884,2011-07-08 15:16:00,United Kingdom,2011,7,2011-07,Europe
Customer-2885,2011-07-10 12:28:00,United Kingdom,2011,7,2011-07,Europe
Customer-2886,2011-07-10 14:42:00,United Kingdom,2011,7,2011-07,Europe
Customer-2887,2011-07-11 09:23:00,United Kingdom,2011,7,2011-07,Europe
Customer-2888,2011-07-11 10:14:00,United Kingdom,2011,7,2011-07,Europe
Customer-2889,2011-07-11 11:58:00,United Kingdom,2011,7,2011-07,Europe
Customer-289,2010-12-06 10:27:00,Portugal,2010,12,2010-12,Europe
Customer-2890,2011-07-11 12:01:00,United Kingdom,2011,7,2011-07,Europe
Customer-2891,2011-07-11 12:49:00,United Kingdom,2011,7,2011-07,Europe
Customer-2892,2011-07-11 13:35:00,Spain,2011,7,2011-07,Europe
Customer-2893,2011-07-11 14:10:00,United Kingdom,2011,7,2011-07,Europe
Customer-2894,2011-07-11 15:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-2895,2011-07-12 10:04:00,Austria,2011,7,2011-07,Europe
Customer-2896,2011-07-12 11:35:00,United Kingdom,2011,7,2011-07,Europe
Customer-2897,2011-07-12 11:37:00,United Kingdom,2011,7,2011-07,Europe
Customer-2898,2011-07-12 11:55:00,France,2011,7,2011-07,Europe
Customer-2899,2011-07-12 13:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-29,2010-12-01 12:22:00,United Kingdom,2010,12,2010-12,Europe
Customer-290,2010-12-06 10:36:00,United Kingdom,2010,12,2010-12,Europe
Customer-2900,2011-07-12 14:17:00,United Kingdom,2011,7,2011-07,Europe
Customer-2901,2011-07-12 14:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-2902,2011-07-12 15:29:00,United Kingdom,2011,7,2011-07,Europe
Customer-2903,2011-07-13 10:27:00,United Kingdom,2011,7,2011-07,Europe
Customer-2904,2011-07-13 10:43:00,United Kingdom,2011,7,2011-07,Europe
Customer-2905,2011-07-13 11:44:00,United Kingdom,2011,7,2011-07,Europe
Customer-2906,2011-07-13 11:47:00,United Kingdom,2011,7,2011-07,Europe
Customer-2907,2011-07-13 15:42:00,United Kingdom,2011,7,2011-07,Europe
Customer-2908,2011-07-13 15:50:00,United Kingdom,2011,7,2011-07,Europe
Customer-2909,2011-07-14 08:52:00,Finland,2011,7,2011-07,Europe
Customer-291,2010-12-06 10:43:00,Germany,2010,12,2010-12,Europe
Customer-2910,2011-07-14 09:10:00,Unspecified,2011,7,2011-07,Unknown
Customer-2911,2011-07-14 10:52:00,United Kingdom,2011,7,2011-07,Europe
Customer-2912,2011-07-14 11:20:00,United Kingdom,2011,7,2011-07,Europe
Customer-2913,2011-07-14 11:46:00,United Kingdom,2011,7,2011-07,Europe
Customer-2914,2011-07-14 11:47:00,United Kingdom,2011,7,2011-07,Europe
Customer-2915,2011-07-14 12:42:00,United Kingdom,2011,7,2011-07,Europe
Customer-2916,2011-07-14 13:35:00,United Kingdom,2011,7,2011-07,Europe
Customer-2917,2011-07-14 15:03:00,United Kingdom,2011,7,2011-07,Europe
Customer-2918,2011-07-14 15:22:00,United Kingdom,2011,7,2011-07,Europe
Customer-2919,2011-07-14 16:35:00,United Kingdom,2011,7,2011-07,Europe
Customer-292,2010-12-06 11:01:00,United Kingdom,2010,12,2010-12,Europe
Customer-2920,2011-07-14 18:28:00,United Kingdom,2011,7,2011-07,Europe
Customer-2921,2011-07-14 20:01:00,United Kingdom,2011,7,2011-07,Europe
Customer-2922,2011-07-15 10:33:00,United Kingdom,2011,7,2011-07,Europe
Customer-2923,2011-07-15 11:57:00,United Kingdom,2011,7,2011-07,Europe
Customer-2924,2011-07-15 14:05:00,United Kingdom,2011,7,2011-07,Europe
Customer-2925,2011-07-15 14:58:00,United Kingdom,2011,7,2011-07,Europe
Customer-2926,2011-07-17 11:50:00,United Kingdom,2011,7,2011-07,Europe
Customer-2927,2011-07-17 12:02:00,United Kingdom,2011,7,2011-07,Europe
Customer-2928,2011-07-17 13:08:00,United Kingdom,2011,7,2011-07,Europe
Customer-2929,2011-07-17 13:46:00,United Kingdom,2011,7,2011-07,Europe
Customer-293,2010-12-06 11:03:00,United Kingdom,2010,12,2010-12,Europe
Customer-2930,2011-07-17 14:51:00,United Kingdom,2011,7,2011-07,Europe
Customer-2931,2011-07-17 15:59:00,United Kingdom,2011,7,2011-07,Europe
Customer-2932,2011-07-18 12:05:00,France,2011,7,2011-07,Europe
Customer-2933,2011-07-18 12:52:00,United Kingdom,2011,7,2011-07,Europe
Customer-2934,2011-07-18 16:05:00,United Kingdom,2011,7,2011-07,Europe
Customer-2935,2011-07-18 16:57:00,United Kingdom,2011,7,2011-07,Europe
Customer-2936,2011-07-19 09:49:00,United Kingdom,2011,7,2011-07,Europe
Customer-2937,2011-07-19 12:13:00,United Kingdom,2011,7,2011-07,Europe
Customer-2938,2011-07-19 12:19:00,United Kingdom,2011,7,2011-07,Europe
Customer-2939,2011-07-19 12:58:00,United Kingdom,2011,7,2011-07,Europe
Customer-294,2010-12-06 11:10:00,United Kingdom,2010,12,2010-12,Europe
Customer-2940,2011-07-19 13:05:00,United Kingdom,2011,7,2011-07,Europe
Customer-2941,2011-07-19 15:38:00,United Kingdom,2011,7,2011-07,Europe
Customer-2942,2011-07-19 15:55:00,Germany,2011,7,2011-07,Europe
Customer-2943,2011-07-19 17:17:00,United Kingdom,2011,7,2011-07,Europe
Customer-2944,2011-07-20 08:48:00,United Kingdom,2011,7,2011-07,Europe
Customer-2945,2011-07-20 08:59:00,United Kingdom,2011,7,2011-07,Europe
Customer-2946,2011-07-20 10:51:00,Germany,2011,7,2011-07,Europe
Customer-2947,2011-07-20 11:07:00,United Kingdom,2011,7,2011-07,Europe
Customer-2948,2011-07-20 11:33:00,United Kingdom,2011,7,2011-07,Europe
Customer-2949,2011-07-20 12:38:00,United Kingdom,2011,7,2011-07,Europe
Customer-295,2010-12-06 11:16:00,United Kingdom,2010,12,2010-12,Europe
Customer-2950,2011-07-20 13:06:00,United Kingdom,2011,7,2011-07,Europe
Customer-2951,2011-07-20 13:53:00,United Kingdom,2011,7,2011-07,Europe
Customer-2952,2011-07-20 14:16:00,United Kingdom,2011,7,2011-07,Europe
Customer-2953,2011-07-20 14:54:00,United Kingdom,2011,7,2011-07,Europe
Customer-2954,2011-07-21 10:44:00,United Kingdom,2011,7,2011-07,Europe
Customer-2955,2011-07-21 10:44:00,United Kingdom,2011,7,2011-07,Europe
Customer-2956,2011-07-21 11:23:00,United Kingdom,2011,7,2011-07,Europe
Customer-2957,2011-07-21 11:42:00,United Kingdom,2011,7,2011-07,Europe
Customer-2958,2011-07-21 12:00:00,United Kingdom,2011,7,2011-07,Europe
Customer-2959,2011-07-21 13:37:00,United Kingdom,2011,7,2011-07,Europe
Customer-296,2010-12-06 11:26:00,United Kingdom,2010,12,2010-12,Europe
Customer-2960,2011-07-21 14:14:00,United Kingdom,2011,7,2011-07,Europe
Customer-2961,2011-07-21 16:33:00,United Kingdom,2011,7,2011-07,Europe
Customer-2962,2011-07-21 17:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-2963,2011-07-22 10:23:00,United Kingdom,2011,7,2011-07,Europe
Customer-2964,2011-07-22 12:21:00,United Kingdom,2011,7,2011-07,Europe
Customer-2965,2011-07-22 13:29:00,Norway,2011,7,2011-07,Europe
Customer-2966,2011-07-22 13:59:00,Germany,2011,7,2011-07,Europe
Customer-2967,2011-07-22 14:23:00,United Kingdom,2011,7,2011-07,Europe
Customer-2968,2011-07-22 14:41:00,United Kingdom,2011,7,2011-07,Europe
Customer-2969,2011-07-22 16:04:00,United Kingdom,2011,7,2011-07,Europe
Customer-297,2010-12-06 11:26:00,United Kingdom,2010,12,2010-12,Europe
Customer-2970,2011-07-22 17:21:00,United Kingdom,2011,7,2011-07,Europe
Customer-2971,2011-07-24 11:37:00,United Kingdom,2011,7,2011-07,Europe
Customer-2972,2011-07-24 11:45:00,United Kingdom,2011,7,2011-07,Europe
Customer-2973,2011-07-24 12:18:00,United Kingdom,2011,7,2011-07,Europe
Customer-2974,2011-07-24 13:03:00,United Kingdom,2011,7,2011-07,Europe
Customer-2975,2011-07-24 13:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-2976,2011-07-24 13:30:00,United Kingdom,2011,7,2011-07,Europe
Customer-2977,2011-07-24 14:33:00,United Kingdom,2011,7,2011-07,Europe
Customer-2978,2011-07-24 15:39:00,United Kingdom,2011,7,2011-07,Europe
Customer-2979,2011-07-24 15:53:00,United Kingdom,2011,7,2011-07,Europe
Customer-298,2010-12-06 11:37:00,United Kingdom,2010,12,2010-12,Europe
Customer-2980,2011-07-24 16:05:00,United Kingdom,2011,7,2011-07,Europe
Customer-2981,2011-07-25 10:19:00,United Kingdom,2011,7,2011-07,Europe
Customer-2982,2011-07-25 11:01:00,United Kingdom,2011,7,2011-07,Europe
Customer-2983,2011-07-25 13:28:00,United Kingdom,2011,7,2011-07,Europe
Customer-2984,2011-07-25 13:46:00,United Kingdom,2011,7,2011-07,Europe
Customer-2985,2011-07-25 13:54:00,Germany,2011,7,2011-07,Europe
Customer-2986,2011-07-25 14:35:00,United Kingdom,2011,7,2011-07,Europe
Customer-2987,2011-07-25 15:48:00,United Kingdom,2011,7,2011-07,Europe
Customer-2988,2011-07-26 10:13:00,United Kingdom,2011,7,2011-07,Europe
Customer-2989,2011-07-26 11:00:00,United Kingdom,2011,7,2011-07,Europe
Customer-299,2010-12-06 11:38:00,United Kingdom,2010,12,2010-12,Europe
Customer-2990,2011-07-26 12:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-2991,2011-07-27 09:01:00,United Kingdom,2011,7,2011-07,Europe
Customer-2992,2011-07-27 12:45:00,United Kingdom,2011,7,2011-07,Europe
Customer-2993,2011-07-27 14:14:00,United Kingdom,2011,7,2011-07,Europe
Customer-2994,2011-07-27 14:21:00,Belgium,2011,7,2011-07,Europe
Customer-2995,2011-07-27 15:14:00,United Kingdom,2011,7,2011-07,Europe
Customer-2996,2011-07-27 15:20:00,United Kingdom,2011,7,2011-07,Europe
Customer-2997,2011-07-27 17:01:00,United Kingdom,2011,7,2011-07,Europe
Customer-2998,2011-07-28 10:09:00,United Kingdom,2011,7,2011-07,Europe
Customer-2999,2011-07-28 10:33:00,Germany,2011,7,2011-07,Europe
Customer-3,2010-12-01 08:45:00,France,2010,12,2010-12,Europe
Customer-30,2010-12-01 12:23:00,United Kingdom,2010,12,2010-12,Europe
Customer-300,2010-12-06 11:42:00,United Kingdom,2010,12,2010-12,Europe
Customer-3000,2011-07-28 12:06:00,United Kingdom,2011,7,2011-07,Europe
Customer-3001,2011-07-28 12:09:00,United Kingdom,2011,7,2011-07,Europe
Customer-3002,2011-07-28 13:05:00,United Kingdom,2011,7,2011-07,Europe
Customer-3003,2011-07-28 14:08:00,Austria,2011,7,2011-07,Europe
Customer-3004,2011-07-28 14:30:00,United Kingdom,2011,7,2011-07,Europe
Customer-3005,2011-07-28 15:21:00,United Kingdom,2011,7,2011-07,Europe
Customer-3006,2011-07-28 16:06:00,Unspecified,2011,7,2011-07,Unknown
Customer-3007,2011-07-29 09:01:00,United Kingdom,2011,7,2011-07,Europe
Customer-3008,2011-07-29 09:48:00,United Kingdom,2011,7,2011-07,Europe
Customer-3009,2011-07-29 09:48:00,United Kingdom,2011,7,2011-07,Europe
Customer-301,2010-12-06 11:42:00,United Kingdom,2010,12,2010-12,Europe
Customer-3010,2011-07-29 09:57:00,United Kingdom,2011,7,2011-07,Europe
Customer-3011,2011-07-29 10:06:00,United Kingdom,2011,7,2011-07,Europe
Customer-3012,2011-07-29 10:06:00,United Kingdom,2011,7,2011-07,Europe
Customer-3013,2011-07-29 10:58:00,United Kingdom,2011,7,2011-07,Europe
Customer-3014,2011-07-29 11:56:00,United Kingdom,2011,7,2011-07,Europe
Customer-3015,2011-07-29 12:13:00,United Kingdom,2011,7,2011-07,Europe
Customer-3016,2011-07-29 13:28:00,France,2011,7,2011-07,Europe
Customer-3017,2011-07-29 13:46:00,United Kingdom,2011,7,2011-07,Europe
Customer-3018,2011-07-29 14:14:00,United Kingdom,2011,7,2011-07,Europe
Customer-3019,2011-07-29 15:12:00,United Kingdom,2011,7,2011-07,Europe
Customer-302,2010-12-06 11:58:00,United Kingdom,2010,12,2010-12,Europe
Customer-3020,2011-07-29 15:59:00,United Kingdom,2011,7,2011-07,Europe
Customer-3021,2011-07-29 16:39:00,United Kingdom,2011,7,2011-07,Europe
Customer-3022,2011-07-31 12:05:00,United Kingdom,2011,7,2011-07,Europe
Customer-3023,2011-07-31 12:34:00,United Kingdom,2011,7,2011-07,Europe
Customer-3024,2011-07-31 12:52:00,United Kingdom,2011,7,2011-07,Europe
Customer-3025,2011-07-31 14:19:00,United Kingdom,2011,7,2011-07,Europe
Customer-3026,2011-07-31 15:26:00,United Kingdom,2011,7,2011-07,Europe
Customer-3027,2011-08-01 09:31:00,United Kingdom,2011,8,2011-08,Europe
Customer-3028,2011-08-01 10:23:00,United Kingdom,2011,8,2011-08,Europe
Customer-3029,2011-08-01 10:26:00,Germany,2011,8,2011-08,Europe
Customer-303,2010-12-06 12:06:00,United Kingdom,2010,12,2010-12,Europe
Customer-3030,2011-08-01 13:11:00,United Kingdom,2011,8,2011-08,Europe
Customer-3031,2011-08-01 13:48:00,United Kingdom,2011,8,2011-08,Europe
Customer-3032,2011-08-01 14:16:00,Channel Islands,2011,8,2011-08,Europe
Customer-3033,2011-08-01 16:16:00,United Kingdom,2011,8,2011-08,Europe
Customer-3034,2011-08-01 17:37:00,United Kingdom,2011,8,2011-08,Europe
Customer-3035,2011-08-02 09:34:00,United Kingdom,2011,8,2011-08,Europe
Customer-3036,2011-08-02 10:19:00,United Kingdom,2011,8,2011-08,Europe
Customer-3037,2011-08-02 10:19:00,United Kingdom,2011,8,2011-08,Europe
Customer-3038,2011-08-02 10:33:00,Germany,2011,8,2011-08,Europe
Customer-3039,2011-08-02 10:34:00,Switzerland,2011,8,2011-08,Europe
Customer-304,2010-12-06 12:15:00,United Kingdom,2010,12,2010-12,Europe
Customer-3040,2011-08-02 10:38:00,United Kingdom,2011,8,2011-08,Europe
Customer-3041,2011-08-02 14:04:00,United Kingdom,2011,8,2011-08,Europe
Customer-3042,2011-08-02 15:19:00,United Kingdom,2011,8,2011-08,Europe
Customer-3043,2011-08-02 17:29:00,United Kingdom,2011,8,2011-08,Europe
Customer-3044,2011-08-03 09:09:00,United Kingdom,2011,8,2011-08,Europe
Customer-3045,2011-08-03 09:13:00,Poland,2011,8,2011-08,Europe
Customer-3046,2011-08-03 09:59:00,United Kingdom,2011,8,2011-08,Europe
Customer-3047,2011-08-03 10:45:00,United Kingdom,2011,8,2011-08,Europe
Customer-3048,2011-08-03 12:50:00,United Kingdom,2011,8,2011-08,Europe
Customer-3049,2011-08-03 14:14:00,United Kingdom,2011,8,2011-08,Europe
Customer-305,2010-12-06 12:21:00,United Kingdom,2010,12,2010-12,Europe
Customer-3050,2011-08-03 14:54:00,United Kingdom,2011,8,2011-08,Europe
Customer-3051,2011-08-03 15:45:00,United Kingdom,2011,8,2011-08,Europe
Customer-3052,2011-08-04 10:04:00,France,2011,8,2011-08,Europe
Customer-3053,2011-08-04 13:25:00,United Kingdom,2011,8,2011-08,Europe
Customer-3054,2011-08-04 14:12:00,United Kingdom,2011,8,2011-08,Europe
Customer-3055,2011-08-04 15:04:00,United Kingdom,2011,8,2011-08,Europe
Customer-3056,2011-08-04 15:52:00,United Kingdom,2011,8,2011-08,Europe
Customer-3057,2011-08-04 16:07:00,United Kingdom,2011,8,2011-08,Europe
Customer-3058,2011-08-04 16:59:00,United Kingdom,2011,8,2011-08,Europe
Customer-3059,2011-08-04 17:19:00,United Kingdom,2011,8,2011-08,Europe
Customer-306,2010-12-06 12:23:00,United Kingdom,2010,12,2010-12,Europe
Customer-3060,2011-08-04 19:06:00,United Kingdom,2011,8,2011-08,Europe
Customer-3061,2011-08-05 09:44:00,United Kingdom,2011,8,2011-08,Europe
Customer-3062,2011-08-05 11:50:00,United Kingdom,2011,8,2011-08,Europe
Customer-3063,2011-08-05 12:06:00,United Kingdom,2011,8,2011-08,Europe
Customer-3064,2011-08-05 13:35:00,United Kingdom,2011,8,2011-08,Europe
Customer-3065,2011-08-05 13:52:00,Italy,2011,8,2011-08,Europe
Customer-3066,2011-08-05 14:50:00,United Kingdom,2011,8,2011-08,Europe
Customer-3067,2011-08-07 12:10:00,United Kingdom,2011,8,2011-08,Europe
Customer-3068,2011-08-07 12:21:00,United Kingdom,2011,8,2011-08,Europe
Customer-3069,2011-08-07 13:31:00,United Kingdom,2011,8,2011-08,Europe
Customer-307,2010-12-06 12:23:00,United Kingdom,2010,12,2010-12,Europe
Customer-3070,2011-08-07 14:33:00,United Kingdom,2011,8,2011-08,Europe
Customer-3071,2011-08-07 15:16:00,United Kingdom,2011,8,2011-08,Europe
Customer-3072,2011-08-08 10:11:00,Austria,2011,8,2011-08,Europe
Customer-3073,2011-08-08 11:45:00,United Kingdom,2011,8,2011-08,Europe
Customer-3074,2011-08-08 15:00:00,United Kingdom,2011,8,2011-08,Europe
Customer-3075,2011-08-09 12:20:00,United Kingdom,2011,8,2011-08,Europe
Customer-3076,2011-08-09 12:52:00,United Kingdom,2011,8,2011-08,Europe
Customer-3077,2011-08-09 14:48:00,United Kingdom,2011,8,2011-08,Europe
Customer-3078,2011-08-09 14:57:00,United Kingdom,2011,8,2011-08,Europe
Customer-3079,2011-08-09 15:32:00,United Kingdom,2011,8,2011-08,Europe
Customer-308,2010-12-06 12:30:00,United Kingdom,2010,12,2010-12,Europe
Customer-3080,2011-08-10 10:15:00,Denmark,2011,8,2011-08,Europe
Customer-3081,2011-08-10 11:23:00,Switzerland,2011,8,2011-08,Europe
Customer-3082,2011-08-10 12:24:00,United Kingdom,2011,8,2011-08,Europe
Customer-3083,2011-08-10 12:35:00,France,2011,8,2011-08,Europe
Customer-3084,2011-08-10 12:44:00,United Kingdom,2011,8,2011-08,Europe
Customer-3085,2011-08-10 14:13:00,United Kingdom,2011,8,2011-08,Europe
Customer-3086,2011-08-10 15:29:00,United Kingdom,2011,8,2011-08,Europe
Customer-3087,2011-08-11 09:56:00,United Kingdom,2011,8,2011-08,Europe
Customer-3088,2011-08-11 13:34:00,United Kingdom,2011,8,2011-08,Europe
Customer-3089,2011-08-11 15:24:00,United Kingdom,2011,8,2011-08,Europe
Customer-309,2010-12-06 12:34:00,United Kingdom,2010,12,2010-12,Europe
Customer-3090,2011-08-11 15:43:00,United Kingdom,2011,8,2011-08,Europe
Customer-3091,2011-08-11 16:11:00,United Kingdom,2011,8,2011-08,Europe
Customer-3092,2011-08-11 16:54:00,United Kingdom,2011,8,2011-08,Europe
Customer-3093,2011-08-11 17:14:00,United Kingdom,2011,8,2011-08,Europe
Customer-3094,2011-08-12 09:57:00,Norway,2011,8,2011-08,Europe
Customer-3095,2011-08-12 12:15:00,United Kingdom,2011,8,2011-08,Europe
Customer-3096,2011-08-12 14:33:00,United Kingdom,2011,8,2011-08,Europe
Customer-3097,2011-08-12 16:54:00,United Kingdom,2011,8,2011-08,Europe
Customer-3098,2011-08-14 12:56:00,United Kingdom,2011,8,2011-08,Europe
Customer-3099,2011-08-14 15:33:00,United Kingdom,2011,8,2011-08,Europe
Customer-31,2010-12-01 12:27:00,United Kingdom,2010,12,2010-12,Europe
Customer-310,2010-12-06 12:38:00,United Kingdom,2010,12,2010-12,Europe
Customer-3100,2011-08-14 15:42:00,United Kingdom,2011,8,2011-08,Europe
Customer-3101,2011-08-15 08:26:00,United Kingdom,2011,8,2011-08,Europe
Customer-3102,2011-08-15 10:53:00,United Kingdom,2011,8,2011-08,Europe
Customer-3103,2011-08-15 12:19:00,United Kingdom,2011,8,2011-08,Europe
Customer-3104,2011-08-15 12:38:00,United Kingdom,2011,8,2011-08,Europe
Customer-3105,2011-08-15 13:46:00,United Kingdom,2011,8,2011-08,Europe
Customer-3106,2011-08-15 14:17:00,United Kingdom,2011,8,2011-08,Europe
Customer-3107,2011-08-15 14:32:00,United Kingdom,2011,8,2011-08,Europe
Customer-3108,2011-08-15 14:32:00,Malta,2011,8,2011-08,Europe
Customer-3109,2011-08-15 15:17:00,United Kingdom,2011,8,2011-08,Europe
Customer-311,2010-12-06 12:39:00,United Kingdom,2010,12,2010-12,Europe
Customer-3110,2011-08-16 09:50:00,United Kingdom,2011,8,2011-08,Europe
Customer-3111,2011-08-16 10:03:00,United Kingdom,2011,8,2011-08,Europe
Customer-3112,2011-08-16 11:44:00,United Kingdom,2011,8,2011-08,Europe
Customer-3113,2011-08-16 13:12:00,United Kingdom,2011,8,2011-08,Europe
Customer-3114,2011-08-16 13:25:00,United Kingdom,2011,8,2011-08,Europe
Customer-3115,2011-08-16 13:26:00,Sweden,2011,8,2011-08,Europe
Customer-3116,2011-08-16 17:06:00,United Kingdom,2011,8,2011-08,Europe
Customer-3117,2011-08-17 13:33:00,United Kingdom,2011,8,2011-08,Europe
Customer-3118,2011-08-17 14:58:00,United Kingdom,2011,8,2011-08,Europe
Customer-3119,2011-08-17 15:00:00,United Kingdom,2011,8,2011-08,Europe
Customer-312,2010-12-06 12:41:00,United Kingdom,2010,12,2010-12,Europe
Customer-3120,2011-08-17 15:53:00,United Kingdom,2011,8,2011-08,Europe
Customer-3121,2011-08-17 17:01:00,United Kingdom,2011,8,2011-08,Europe
Customer-3122,2011-08-18 08:49:00,Israel,2011,8,2011-08,Middle East
Customer-3123,2011-08-18 11:40:00,France,2011,8,2011-08,Europe
Customer-3124,2011-08-18 13:38:00,United Kingdom,2011,8,2011-08,Europe
Customer-3125,2011-08-18 14:02:00,United Kingdom,2011,8,2011-08,Europe
Customer-3126,2011-08-18 14:33:00,United Kingdom,2011,8,2011-08,Europe
Customer-3127,2011-08-18 15:17:00,United Kingdom,2011,8,2011-08,Europe
Customer-3128,2011-08-18 15:44:00,France,2011,8,2011-08,Europe
Customer-3129,2011-08-18 17:02:00,United Kingdom,2011,8,2011-08,Europe
Customer-313,2010-12-06 12:44:00,United Kingdom,2010,12,2010-12,Europe
Customer-3130,2011-08-19 08:13:00,United Kingdom,2011,8,2011-08,Europe
Customer-3131,2011-08-19 10:51:00,France,2011,8,2011-08,Europe
Customer-3132,2011-08-19 10:56:00,United Kingdom,2011,8,2011-08,Europe
Customer-3133,2011-08-19 11:08:00,Switzerland,2011,8,2011-08,Europe
Customer-3134,2011-08-19 13:24:00,United Kingdom,2011,8,2011-08,Europe
Customer-3135,2011-08-19 13:33:00,United Kingdom,2011,8,2011-08,Europe
Customer-3136,2011-08-19 14:39:00,United Kingdom,2011,8,2011-08,Europe
Customer-3137,2011-08-19 15:04:00,United Kingdom,2011,8,2011-08,Europe
Customer-3138,2011-08-19 15:24:00,Belgium,2011,8,2011-08,Europe
Customer-3139,2011-08-19 15:44:00,United Kingdom,2011,8,2011-08,Europe
Customer-314,2010-12-06 12:47:00,United Kingdom,2010,12,2010-12,Europe
Customer-3140,2011-08-19 17:08:00,United Kingdom,2011,8,2011-08,Europe
Customer-3141,2011-08-21 12:36:00,United Kingdom,2011,8,2011-08,Europe
Customer-3142,2011-08-21 13:18:00,Germany,2011,8,2011-08,Europe
Customer-3143,2011-08-21 14:10:00,United Kingdom,2011,8,2011-08,Europe
Customer-3144,2011-08-21 15:54:00,United Kingdom,2011,8,2011-08,Europe
Customer-3145,2011-08-21 16:02:00,United Kingdom,2011,8,2011-08,Europe
Customer-3146,2011-08-22 09:53:00,United Kingdom,2011,8,2011-08,Europe
Customer-3147,2011-08-22 10:47:00,United Kingdom,2011,8,2011-08,Europe
Customer-3148,2011-08-22 12:32:00,United Kingdom,2011,8,2011-08,Europe
Customer-3149,2011-08-22 12:58:00,United Kingdom,2011,8,2011-08,Europe
Customer-315,2010-12-06 12:52:00,United Kingdom,2010,12,2010-12,Europe
Customer-3150,2011-08-22 14:13:00,United Kingdom,2011,8,2011-08,Europe
Customer-3151,2011-08-22 14:37:00,United Kingdom,2011,8,2011-08,Europe
Customer-3152,2011-08-23 12:22:00,United Kingdom,2011,8,2011-08,Europe
Customer-3153,2011-08-23 13:13:00,United Kingdom,2011,8,2011-08,Europe
Customer-3154,2011-08-23 17:18:00,United Kingdom,2011,8,2011-08,Europe
Customer-3155,2011-08-24 09:23:00,Germany,2011,8,2011-08,Europe
Customer-3156,2011-08-24 10:51:00,United Kingdom,2011,8,2011-08,Europe
Customer-3157,2011-08-24 11:31:00,United Kingdom,2011,8,2011-08,Europe
Customer-3158,2011-08-24 13:57:00,United Kingdom,2011,8,2011-08,Europe
Customer-3159,2011-08-24 14:53:00,United Kingdom,2011,8,2011-08,Europe
Customer-316,2010-12-06 12:55:00,United Kingdom,2010,12,2010-12,Europe
Customer-3160,2011-08-25 08:58:00,United Kingdom,2011,8,2011-08,Europe
Customer-3161,2011-08-25 10:25:00,United Kingdom,2011,8,2011-08,Europe
Customer-3162,2011-08-25 10:26:00,United Kingdom,2011,8,2011-08,Europe
Customer-3163,2011-08-25 10:39:00,United Kingdom,2011,8,2011-08,Europe
Customer-3164,2011-08-25 11:09:00,United Kingdom,2011,8,2011-08,Europe
Customer-3165,2011-08-25 11:27:00,Canada,2011,8,2011-08,North America
Customer-3166,2011-08-25 11:59:00,United Kingdom,2011,8,2011-08,Europe
Customer-3167,2011-08-25 13:46:00,United Kingdom,2011,8,2011-08,Europe
Customer-3168,2011-08-25 13:54:00,United Kingdom,2011,8,2011-08,Europe
Customer-3169,2011-08-25 15:04:00,United Kingdom,2011,8,2011-08,Europe
Customer-317,2010-12-06 12:55:00,United Kingdom,2010,12,2010-12,Europe
Customer-3170,2011-08-25 15:22:00,Sweden,2011,8,2011-08,Europe
Customer-3171,2011-08-25 15:50:00,United Kingdom,2011,8,2011-08,Europe
Customer-3172,2011-08-25 18:45:00,United Kingdom,2011,8,2011-08,Europe
Customer-3173,2011-08-26 11:40:00,United Kingdom,2011,8,2011-08,Europe
Customer-3174,2011-08-26 11:53:00,United Kingdom,2011,8,2011-08,Europe
Customer-3175,2011-08-26 11:54:00,United Kingdom,2011,8,2011-08,Europe
